,event_id,investigation_type,event_date,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,injuries_reported
58006,20050114X00050,Accident,2004-12-30,United States,Fatal(3),Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Maneuvering,2004,True
58011,20050111X00032,Accident,2004-12-31,United States,Non-Fatal,Substantial,,cessna,175B,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Cruise,2004,True
58014,20050128X00117,Accident,2004-12-31,United States,Fatal(2),Destroyed,,cessna,172,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,2004,True
58016,20050119X00068,Accident,2005-01-01,United States,Non-Fatal,Substantial,,cessna,172L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58017,20050106X00025,Accident,2005-01-01,United States,Non-Fatal,Substantial,,cessna,551,No,2.0,Turbo Fan,Personal,0.0,0.0,2.0,3.0,IMC,Approach,2005,True
58019,20050106X00023,Accident,2005-01-02,United States,Non-Fatal,Substantial,,piper,PA-46-350P,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Landing,2005,True
58020,20050127X00111,Accident,2005-01-03,United States,Non-Fatal,Substantial,Airplane,cessna,310J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58022,20050216X00195,Accident,2005-01-03,United States,Non-Fatal,Substantial,Airplane,cessna,441,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,5.0,IMC,Landing,2005,True
58025,20050201X00125,Accident,2005-01-04,United States,Non-Fatal,Substantial,Airplane,cessna,172SP,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58034,20050120X00086,Accident,2005-01-07,United States,Non-Fatal,Substantial,,cessna,340,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58037,20050111X00035,Accident,2005-01-07,United States,Fatal(4),Destroyed,,piper,PA-28-181,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58038,20050217X00207,Accident,2005-01-08,Bahamas,Non-Fatal,Substantial,,piper,PA-31-310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,2005,True
58039,20050120X00087,Accident,2005-01-08,United States,Fatal(1),Substantial,,cessna,150J,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58045,20050127X00110,Accident,2005-01-09,United States,Non-Fatal,Substantial,Airplane,cessna,414A,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Takeoff,2005,True
58046,20050127X00112,Accident,2005-01-10,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58048,20050118X00063,Accident,2005-01-10,United States,Fatal(1),Substantial,,piper,PA-30,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,2005,True
58050,20050125X00103,Accident,2005-01-10,United States,Fatal(2),Destroyed,,cessna,182R,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Go-around,2005,True
58052,20050120X00078,Accident,2005-01-10,United States,Fatal(1),Destroyed,,piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,2005,True
58053,20050128X00114,Accident,2005-01-10,United States,Fatal(2),Destroyed,,cessna,TR182,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,2005,True
58055,20050118X00059,Accident,2005-01-10,United States,Fatal(1),Destroyed,,cessna,150M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,2005,True
58057,20050119X00069,Accident,2005-01-11,United States,Fatal(2),Substantial,,cessna,T206H,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2005,True
58061,20050201X00121,Accident,2005-01-12,United States,Non-Fatal,Substantial,Airplane,piper,PA-32R-300,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,IMC,Climb,2005,True
58063,20050121X00091,Accident,2005-01-12,United States,Fatal(1),Destroyed,,piper,PA-23-250,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Landing,2005,True
58067,20050209X00161,Accident,2005-01-14,United States,Non-Fatal,Substantial,,cessna,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58068,20050124X00101,Accident,2005-01-14,United States,Non-Fatal,Substantial,,cessna,T210M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,2005,True
58070,20050125X00104,Accident,2005-01-14,United States,Fatal(2),Destroyed,,cessna,T337G,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2005,True
58086,20050224X00224,Accident,2005-01-18,United States,Fatal(1),,,cessna,172SP,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Standing,2005,True
58089,20050216X00193,Accident,2005-01-19,United States,Non-Fatal,Substantial,,cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,Climb,2005,True
58091,20050131X00120,Accident,2005-01-19,United States,Non-Fatal,Substantial,Airplane,cessna,182J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58093,20050314X00311,Accident,2005-01-19,United States,Non-Fatal,Substantial,Airplane,cessna,421C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Landing,2005,True
58094,20050215X00185,Accident,2005-01-19,United States,Non-Fatal,Substantial,,cessna,185,No,1.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58096,20050224X00228,Accident,2005-01-20,Mexico,Fatal(2),Substantial,,piper,PA-32RT-300,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,2005,True
58097,20050215X00184,Accident,2005-01-20,United States,Non-Fatal,Substantial,,cessna,172F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58100,20050126X00107,Accident,2005-01-21,United States,Non-Fatal,Substantial,,piper,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58103,20050328X00367,Accident,2005-01-21,United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,2005,True
58106,20050126X00106,Accident,2005-01-21,United States,Fatal(5),Destroyed,,cessna,421C Riley Turbine E,No,2.0,Turbo Prop,Personal,5.0,0.0,0.0,0.0,IMC,Descent,2005,True
58107,20050317X00321,Accident,2005-01-22,United States,Non-Fatal,Substantial,Airplane,piper,PA-19,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2005,True
58111,20050224X00230,Accident,2005-01-24,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Standing,2005,True
58114,20050201X00124,Accident,2005-01-25,United States,Non-Fatal,Substantial,Airplane,cessna,182S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58117,20050211X00182,Accident,2005-01-27,United States,Non-Fatal,Substantial,,cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,2005,True
58120,20050208X00156,Accident,2005-01-28,United States,Non-Fatal,Substantial,Airplane,cessna,310-J,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58125,20050204X00135,Accident,2005-01-30,United States,Non-Fatal,Substantial,,cessna,T210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,2005,True
58126,20050303X00259,Accident,2005-01-30,United States,Non-Fatal,Substantial,Airplane,cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58130,20050211X00183,Accident,2005-01-31,United States,Fatal(1),Substantial,,cessna,180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Go-around,2005,True
58134,20050208X00152,Accident,2005-02-01,United States,Fatal(1),Destroyed,,cessna,T210M,No,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Descent,2005,True
58136,20050222X00215,Accident,2005-02-02,United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58146,20050204X00131,Accident,2005-02-03,United States,Non-Fatal,Substantial,,cessna,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58149,20050304X00270,Accident,2005-02-04,United States,Non-Fatal,Substantial,Airplane,cessna,182G,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58163,20050211X00178,Accident,2005-02-07,Argentina,Fatal(2),Destroyed,,cessna,340,No,2.0,Reciprocating,Public Aircraft,2.0,0.0,0.0,0.0,VMC,,2005,True
58166,20050209X00159,Accident,2005-02-08,United States,Non-Fatal,Substantial,,cessna,411A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58167,20050216X00202,Accident,2005-02-09,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,2005,True
58169,20050222X00213,Accident,2005-02-09,United States,Fatal(3),Substantial,,cessna,U206,No,1.0,Reciprocating,Personal,3.0,0.0,2.0,0.0,IMC,Cruise,2005,True
58172,20050222X00216,Accident,2005-02-10,France,Fatal(2),Substantial,,cessna,182Q,No,,,Unknown,2.0,0.0,0.0,0.0,IMC,,2005,True
58174,20050302X00247,Accident,2005-02-10,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58175,20050211X00180,Accident,2005-02-10,United States,Non-Fatal,Substantial,,piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Approach,2005,True
58176,20050224X00231,Accident,2005-02-10,United States,Non-Fatal,Substantial,Airplane,gulfstream,690C,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58178,20050307X00275,Accident,2005-02-10,France,Fatal(2),Destroyed,,cessna,182Q,No,,,Personal,2.0,0.0,0.0,0.0,IMC,,2005,True
58203,20050218X00209,Accident,2005-02-16,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58204,20050228X00244,Accident,2005-02-16,United States,Non-Fatal,Destroyed,,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,2005,True
58206,20050222X00214,Accident,2005-02-17,United States,Non-Fatal,Substantial,,cessna,P210N,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58214,20050228X00243,Accident,2005-02-20,United States,Non-Fatal,Substantial,,piper,J-5A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58216,20050309X00286,Accident,2005-02-21,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58226,20050225X00233,Accident,2005-02-22,United States,Fatal(1),Destroyed,,cessna,172,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,2005,True
58227,20050302X00248,Accident,2005-02-23,United States,Non-Fatal,Substantial,,cessna,T207A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,2005,True
58231,20050304X00269,Accident,2005-02-25,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Cruise,2005,True
58233,20050328X00370,Accident,2005-02-26,United States,Non-Fatal,Substantial,Airplane,cessna,172K,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Landing,2005,True
58236,20050304X00264,Accident,2005-02-26,United States,Non-Fatal,Substantial,,cessna,185,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58237,20050404X00402,Accident,2005-02-27,United States,Non-Fatal,Substantial,Airplane,piper,PA-32-301,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Standing,2005,True
58238,20050404X00399,Accident,2005-02-27,United States,Non-Fatal,Substantial,,piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2005,True
58239,20050304X00268,Accident,2005-02-27,United States,Fatal(2),Destroyed,,cessna,182P,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2005,True
58246,20050401X00392,Accident,2005-03-02,United States,Non-Fatal,Substantial,Airplane,cessna,305A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58250,20050310X00289,Accident,2005-03-02,United States,Non-Fatal,Destroyed,,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Climb,2005,True
58252,20050309X00284,Accident,2005-03-03,United States,Non-Fatal,Substantial,,cessna,T-41B,No,1.0,Reciprocating,Public Aircraft,0.0,1.0,0.0,0.0,VMC,Cruise,2005,True
58256,20050406X00418,Accident,2005-03-05,United States,Non-Fatal,Substantial,Airplane,cessna,172H,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Takeoff,2005,True
58257,20050311X00298,Accident,2005-03-05,United States,Non-Fatal,Substantial,,piper,PA-32-301T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58260,20050310X00295,Accident,2005-03-05,United States,Non-Fatal,Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58261,20050315X00313,Accident,2005-03-06,United States,Fatal(2),Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,2005,True
58263,20050316X00316,Accident,2005-03-06,United States,Non-Fatal,Substantial,,cessna,172B,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58265,20050408X00431,Accident,2005-03-06,United States,Non-Fatal,Substantial,,cessna,177RG,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,2005,True
58267,20050411X00436,Accident,2005-03-06,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58270,20050308X00281,Accident,2005-03-07,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58271,20050311X00299,Accident,2005-03-07,United States,Non-Fatal,Substantial,,piper,PA-24-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58273,20050312X00306,Accident,2005-03-07,United States,Non-Fatal,Substantial,,cessna,210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,IMC,Takeoff,2005,True
58276,20050504X00553,Accident,2005-03-07,United States,Non-Fatal,Substantial,Airplane,cessna,172B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58277,20050310X00292,Accident,2005-03-07,Australia,Fatal(1),Destroyed,,cessna,310R,No,,,Unknown,1.0,0.0,0.0,0.0,VMC,,2005,True
58279,20050317X00327,Accident,2005-03-08,United States,Fatal(1),Substantial,,cessna,172F,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,2005,True
58281,20050315X00312,Accident,2005-03-08,Venezuela,Fatal(2),Destroyed,,cessna,500,No,,,Executive/corporate,2.0,0.0,0.0,0.0,IMC,,2005,True
58282,20050311X00301,Accident,2005-03-09,United States,Non-Fatal,Substantial,,cessna,A185E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,2005,True
58283,20050323X00351,Accident,2005-03-09,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2005,True
58285,20050318X00334,Accident,2005-03-09,United States,Non-Fatal,Substantial,,cessna,182G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,2005,True
58288,20050323X00351,Accident,2005-03-09,United States,Non-Fatal,Minor,,cessna,172R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2005,True
58298,20050407X00426,Accident,2005-03-11,United States,Non-Fatal,Substantial,,piper,PA-28-160,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58301,20050405X00416,Accident,2005-03-11,United States,Non-Fatal,Substantial,Airplane,cessna,172A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58307,20050406X00420,Accident,2005-03-12,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58310,20050331X00386,Accident,2005-03-12,United States,Non-Fatal,Substantial,Airplane,cessna,TU206G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58311,20050405X00412,Accident,2005-03-12,United States,Non-Fatal,Destroyed,Airplane,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,2005,True
58312,20050321X00344,Accident,2005-03-13,United States,Non-Fatal,Substantial,,cessna,182Q,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58313,20050428X00520,Accident,2005-03-13,United States,Non-Fatal,Substantial,Airplane,cessna,182A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58315,20050321X00340,Accident,2005-03-13,United States,Non-Fatal,Substantial,,cessna,210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,2005,True
58316,20050321X00340,Accident,2005-03-13,United States,Non-Fatal,Substantial,,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,2005,True
58317,20050401X00396,Accident,2005-03-13,United States,Non-Fatal,Substantial,Airplane,cessna,180A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58318,20050321X00341,Accident,2005-03-13,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Takeoff,2005,True
58321,20050323X00354,Accident,2005-03-14,United States,Non-Fatal,Substantial,,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58324,20050317X00320,Accident,2005-03-15,United States,Non-Fatal,Substantial,,piper,PA-46-500TP,No,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58328,20050329X00373,Accident,2005-03-16,United States,Non-Fatal,Substantial,,gulfstream,G-IV,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,14.0,VMC,Taxi,2005,True
58329,20050323X00352,Accident,2005-03-16,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,2005,True
58333,20050405X00415,Accident,2005-03-18,United States,Non-Fatal,Substantial,Airplane,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,2005,True
58334,20050328X00366,Accident,2005-03-18,United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58337,20050404X00406,Accident,2005-03-19,United States,Non-Fatal,Substantial,Airplane,cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58341,20050331X00384,Accident,2005-03-19,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58342,20050324X00360,Accident,2005-03-19,United States,Non-Fatal,Substantial,,cessna,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58345,20050408X00432,Accident,2005-03-19,United States,Non-Fatal,Substantial,Airplane,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,2005,True
58348,20050328X00364,Accident,2005-03-20,United States,Non-Fatal,Substantial,,cessna,150F,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,2005,True
58351,20050329X00376,Accident,2005-03-22,United States,Non-Fatal,Substantial,,cessna,T210N,No,1.0,Reciprocating,Personal,0.0,2.0,3.0,0.0,VMC,Approach,2005,True
58354,20050503X00545,Accident,2005-03-22,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58357,20050329X00379,Accident,2005-03-24,United States,Non-Fatal,Substantial,,cessna,210E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58358,20050419X00477,Accident,2005-03-25,United States,Non-Fatal,Substantial,Airplane,piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58361,20050429X00526,Accident,2005-03-26,United States,Non-Fatal,Substantial,,piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58363,20050404X00403,Accident,2005-03-26,United States,Non-Fatal,Substantial,,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,2005,True
58364,20050407X00428,Accident,2005-03-26,United States,Non-Fatal,Substantial,,cessna,172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Standing,2005,True
58366,20050406X00422,Accident,2005-03-26,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58367,20050331X00385,Accident,2005-03-26,United States,Fatal(2),Substantial,,cessna,T206H,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,2005,True
58372,20050328X00371,Accident,2005-03-26,United States,Fatal(2),Destroyed,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,2005,True
58373,20050404X00405,Accident,2005-03-27,United States,Non-Fatal,Substantial,,piper,PA-32-301T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58376,20050330X00382,Accident,2005-03-27,United States,Fatal(3),Destroyed,,piper,PA-28-235,No,1.0,Reciprocating,Personal,3.0,1.0,0.0,0.0,VMC,Takeoff,2005,True
58379,20050428X00525,Accident,2005-03-28,United States,Non-Fatal,Substantial,Airplane,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Climb,2005,True
58382,20050405X00413,Accident,2005-03-29,United States,Fatal(1),Substantial,,cessna,T337E,No,2.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Descent,2005,True
58387,20050503X00546,Accident,2005-03-30,United States,Non-Fatal,Substantial,Airplane,cessna,172L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58389,20050420X00488,Accident,2005-03-30,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58390,20050405X00408,Accident,2005-03-30,United States,Non-Fatal,Substantial,,cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58396,20050413X00448,Accident,2005-04-02,United States,Non-Fatal,Substantial,,cessna,182N,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,IMC,Cruise,2005,True
58397,20050511X00589,Accident,2005-04-02,United States,Non-Fatal,Substantial,,piper,PA-31P-350,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Approach,2005,True
58400,20050429X00527,Accident,2005-04-02,United States,Non-Fatal,Destroyed,,piper,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58402,20050418X00471,Accident,2005-04-03,United States,Non-Fatal,Substantial,Airplane,cessna,172L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58403,20050504X00548,Accident,2005-04-03,United States,Non-Fatal,Substantial,Airplane,cessna,310J,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58404,20050616X00797,Accident,2005-04-03,United States,Non-Fatal,Substantial,Airplane,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58410,20050420X00487,Accident,2005-04-04,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58412,20050413X00449,Accident,2005-04-05,United States,Fatal(2),Destroyed,,piper,PA-28R-201,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,2005,True
58415,20050427X00508,Accident,2005-04-06,United States,Non-Fatal,Substantial,,cessna,182S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58420,20050809X01186,Accident,2005-04-07,United States,Fatal(2),Substantial,,piper,PA-22-135,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Climb,2005,True
58422,20050413X00450,Accident,2005-04-07,United States,Fatal(3),Destroyed,,cessna,T210L,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58423,20050412X00440,Accident,2005-04-07,United States,Fatal(1),Destroyed,,piper,PA-32RT-300,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,2005,True
58424,20050416X00468,Accident,2005-04-08,United States,Non-Fatal,Substantial,,cessna,185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58428,20050426X00504,Accident,2005-04-08,United States,Non-Fatal,Substantial,Airplane,cessna,182M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58431,20050426X00505,Accident,2005-04-08,United States,Non-Fatal,Substantial,Airplane,piper,PA-32RT-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58432,20050504X00549,Accident,2005-04-09,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58433,20050505X00562,Accident,2005-04-09,United States,Non-Fatal,Substantial,Airplane,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Standing,2005,True
58435,20050705X00929,Accident,2005-04-09,United States,Non-Fatal,Substantial,,piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
